Year	Industry	Status of innovation activity	Information	Innovation activity of enterprises by industry
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations, number of enterprises (no.)	21
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; production or development methods, number of enterprises (no.)	4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; logistics, delivery or distribution methods, number of enterprises (no.)	1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; ICT or information processing, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; accounting or other administrative operations, number of enterprises (no.)	4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; business practices or external relations, number of enterprises (no.)	5
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; work responsibilities, decision making, human resources, number of enterprises (no.)	10
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations; marketing methods, number of enterprises (no.)	6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations developed by enterprise, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations developed together with others, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Enterprise modified processes developed by others, number of enterprises (no.)	5
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Process innovations developed by others, number of enterprises (no.)	0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Innovations, number of enterprises (no.)	27
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Innovation activities, number of enterprises (no.)	8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Ongoing innovation activities, number of enterprises (no.)	8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Abandoned innovation activities, number of enterprises (no.)	6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Completed innovation activitiess, number of enterprises (no.)	4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Innovation activity, number of enterprises (no.)	30
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	In-house research and development (R&D), number of enterprises (no.)	15
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Continuous in-house R&D, number of enterprises (no.)	10
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Occasional in-house R&D, number of enterprises (no.)	6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	Contract-out R&D, number of enterprises (no.)	15
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Total number of enterprises	In-house or contracted-out R&D, number of enterprises (no.)	22
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Number of enterprises (no.)	30
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations (goods or services), share of enterprises (%)	57.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Goods innovations, share of enterprises (%)	0.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Service innovations, share of enterprises (%)	57.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Only goods innovations, no service innovations, share of enterprises (%)	0.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Only service innovations, no goods innovations, share of enterprises (%)	57.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Both goods and service innovations, share of enterprises (%)	0.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new to market, share of enterprises (%)	9.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new to enterprise, share of enterprises (%)	51.9
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new only to market, not to enterprise, share of enterprises (%)	5.7
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new only to enterprise, not to market, share of enterprises (%)	48.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new both to market and to enterprise, share of enterprises (%)	3.8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations developed by enterprise, share of enterprises (%)	39.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations developed together with others, share of enterprises (%)	37.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Enterprise modified products developed by others, share of enterprises (%)	7.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations developed by others, share of enterprises (%)	0.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations, share of enterprises (%)	68.5
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; production or development methods, share of enterprises (%)	13.8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, share of enterprises (%)	3.8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; ICT or information processing, share of enterprises (%)	38.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, share of enterprises (%)	12.4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; business practices or external relations, share of enterprises (%)	16.2
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, share of enterprises (%)	31.9
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; marketing methods, share of enterprises (%)	20.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations developed by enterprise, share of enterprises (%)	38.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations developed together with others, share of enterprises (%)	38.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Enterprise modified processes developed by others, share of enterprises (%)	15.7
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations developed by others, share of enterprises (%)	0.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Innovations, share of enterprises (%)	88.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Innovation activities, share of enterprises (%)	25.3
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Ongoing innovation activities, share of enterprises (%)	25.3
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Abandoned innovation activities, share of enterprises (%)	19.6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Completed innovation activitiess, share of enterprises (%)	13.8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Innovation activity, share of enterprises (%)	100.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	In-house research and development (R&D), share of enterprises (%)	50.0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Continuous in-house R&D, share of enterprises (%)	31.9
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Occasional in-house R&D, share of enterprises (%)	18.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Contract-out R&D, share of enterprises (%)	48.1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	In-house or contracted-out R&D, share of enterprises (%)	72.4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations (goods or services), number of enterprises (no.)	18
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Goods innovations, number of enterprises (no.)	0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Service innovations, number of enterprises (no.)	18
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Only goods innovations, no service innovations, number of enterprises (no.)	0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Only service innovations, no goods innovations, number of enterprises (no.)	18
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Both goods and service innovations, number of enterprises (no.)	0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new to market, number of enterprises (no.)	3
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new to enterprise, number of enterprises (no.)	16
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new only to market, not to enterprise, number of enterprises (no.)	2
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new only to enterprise, not to market, number of enterprises (no.)	15
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Products new both to market and to enterprise, number of enterprises (no.)	1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations developed by enterprise, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations developed together with others, number of enterprises (no.)	11
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Enterprise modified products developed by others, number of enterprises (no.)	2
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Product innovations developed by others, number of enterprises (no.)	0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations, number of enterprises (no.)	21
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; production or development methods, number of enterprises (no.)	4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, number of enterprises (no.)	1
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; ICT or information processing, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, number of enterprises (no.)	4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; business practices or external relations, number of enterprises (no.)	5
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, number of enterprises (no.)	10
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations; marketing methods, number of enterprises (no.)	6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations developed by enterprise, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations developed together with others, number of enterprises (no.)	12
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Enterprise modified processes developed by others, number of enterprises (no.)	5
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Process innovations developed by others, number of enterprises (no.)	0
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Innovations, number of enterprises (no.)	27
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Innovation activities, number of enterprises (no.)	8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Ongoing innovation activities, number of enterprises (no.)	8
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Abandoned innovation activities, number of enterprises (no.)	6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Completed innovation activitiess, number of enterprises (no.)	4
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Innovation activity, number of enterprises (no.)	30
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	In-house research and development (R&D), number of enterprises (no.)	15
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Continuous in-house R&D, number of enterprises (no.)	10
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Occasional in-house R&D, number of enterprises (no.)	6
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	Contract-out R&D, number of enterprises (no.)	15
2022	K65 Insurance, reinsurance and pension funding, except compulsory social security	Enterprises with innovation activity	In-house or contracted-out R&D, number of enterprises (no.)	22
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Number of enterprises (no.)	110
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations (goods or services), share of enterprises (%)	35.4
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Goods innovations, share of enterprises (%)	1.6
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Service innovations, share of enterprises (%)	35.4
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Only goods innovations, no service innovations, share of enterprises (%)	0.0
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Only service innovations, no goods innovations, share of enterprises (%)	33.8
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Both goods and service innovations, share of enterprises (%)	1.6
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new to market, share of enterprises (%)	15.3
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new to enterprise, share of enterprises (%)	33.8
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new only to market, not to enterprise, share of enterprises (%)	1.6
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new only to enterprise, not to market, share of enterprises (%)	20.1
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new both to market and to enterprise, share of enterprises (%)	13.8
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations developed by enterprise, share of enterprises (%)	10.9
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations developed together with others, share of enterprises (%)	17.5
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Enterprise modified products developed by others, share of enterprises (%)	0.9
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations developed by others, share of enterprises (%)	8.8
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations, share of enterprises (%)	61.5
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; production or development methods, share of enterprises (%)	20.1
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; logistics, delivery or distribution methods, share of enterprises (%)	4.4
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; ICT or information processing, share of enterprises (%)	27.6
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; accounting or other administrative operations, share of enterprises (%)	14.1
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; business practices or external relations, share of enterprises (%)	27.3
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; work responsibilities, decision making, human resources, share of enterprises (%)	33.2
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; marketing methods, share of enterprises (%)	32.0
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations developed by enterprise, share of enterprises (%)	30.4
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations developed together with others, share of enterprises (%)	40.8
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Enterprise modified processes developed by others, share of enterprises (%)	9.7
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations developed by others, share of enterprises (%)	4.4
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Innovations, share of enterprises (%)	63.3
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Innovation activities, share of enterprises (%)	15.7
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Ongoing innovation activities, share of enterprises (%)	15.7
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Abandoned innovation activities, share of enterprises (%)	0.9
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Completed innovation activitiess, share of enterprises (%)	6.9
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Innovation activity, share of enterprises (%)	64.9
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	In-house research and development (R&D), share of enterprises (%)	22.5
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Continuous in-house R&D, share of enterprises (%)	9.4
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Occasional in-house R&D, share of enterprises (%)	13.2
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Contract-out R&D, share of enterprises (%)	24.1
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	In-house or contracted-out R&D, share of enterprises (%)	32.9
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations (goods or services), number of enterprises (no.)	39
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Goods innovations, number of enterprises (no.)	2
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Service innovations, number of enterprises (no.)	39
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Only goods innovations, no service innovations, number of enterprises (no.)	0
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Only service innovations, no goods innovations, number of enterprises (no.)	37
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Both goods and service innovations, number of enterprises (no.)	2
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new to market, number of enterprises (no.)	17
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new to enterprise, number of enterprises (no.)	37
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new only to market, not to enterprise, number of enterprises (no.)	2
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new only to enterprise, not to market, number of enterprises (no.)	22
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Products new both to market and to enterprise, number of enterprises (no.)	15
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations developed by enterprise, number of enterprises (no.)	12
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations developed together with others, number of enterprises (no.)	19
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Enterprise modified products developed by others, number of enterprises (no.)	1
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Product innovations developed by others, number of enterprises (no.)	10
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations, number of enterprises (no.)	68
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; production or development methods, number of enterprises (no.)	22
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; logistics, delivery or distribution methods, number of enterprises (no.)	5
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; ICT or information processing, number of enterprises (no.)	30
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; accounting or other administrative operations, number of enterprises (no.)	16
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; business practices or external relations, number of enterprises (no.)	30
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; work responsibilities, decision making, human resources, number of enterprises (no.)	37
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations; marketing methods, number of enterprises (no.)	35
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations developed by enterprise, number of enterprises (no.)	33
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations developed together with others, number of enterprises (no.)	45
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Enterprise modified processes developed by others, number of enterprises (no.)	11
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Process innovations developed by others, number of enterprises (no.)	5
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Innovations, number of enterprises (no.)	70
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Innovation activities, number of enterprises (no.)	17
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Ongoing innovation activities, number of enterprises (no.)	17
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Abandoned innovation activities, number of enterprises (no.)	1
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Completed innovation activitiess, number of enterprises (no.)	8
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Innovation activity, number of enterprises (no.)	71
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	In-house research and development (R&D), number of enterprises (no.)	25
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Continuous in-house R&D, number of enterprises (no.)	10
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Occasional in-house R&D, number of enterprises (no.)	15
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	Contract-out R&D, number of enterprises (no.)	27
2022	K66 Activities auxiliary to financial services and insurance activities	Total number of enterprises	In-house or contracted-out R&D, number of enterprises (no.)	36
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Number of enterprises (no.)	71
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations (goods or services), share of enterprises (%)	54.5
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Goods innovations, share of enterprises (%)	2.4
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Service innovations, share of enterprises (%)	54.5
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Only goods innovations, no service innovations, share of enterprises (%)	0.0
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Only service innovations, no goods innovations, share of enterprises (%)	52.1
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Both goods and service innovations, share of enterprises (%)	2.4
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new to market, share of enterprises (%)	23.6
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new to enterprise, share of enterprises (%)	52.1
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new only to market, not to enterprise, share of enterprises (%)	2.4
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new only to enterprise, not to market, share of enterprises (%)	30.9
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Products new both to market and to enterprise, share of enterprises (%)	21.2
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations developed by enterprise, share of enterprises (%)	16.8
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations developed together with others, share of enterprises (%)	26.9
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Enterprise modified products developed by others, share of enterprises (%)	1.4
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations developed by others, share of enterprises (%)	13.6
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations, share of enterprises (%)	94.8
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; production or development methods, share of enterprises (%)	30.9
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; logistics, delivery or distribution methods, share of enterprises (%)	6.8
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; ICT or information processing, share of enterprises (%)	42.5
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; accounting or other administrative operations, share of enterprises (%)	21.7
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; business practices or external relations, share of enterprises (%)	42.0
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; work responsibilities, decision making, human resources, share of enterprises (%)	51.2
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations; marketing methods, share of enterprises (%)	49.3
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations developed by enterprise, share of enterprises (%)	46.9
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations developed together with others, share of enterprises (%)	62.8
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Enterprise modified processes developed by others, share of enterprises (%)	15.0
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Process innovations developed by others, share of enterprises (%)	6.8
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Innovations, share of enterprises (%)	97.6
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Innovation activities, share of enterprises (%)	24.1
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Ongoing innovation activities, share of enterprises (%)	24.1
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Abandoned innovation activities, share of enterprises (%)	1.4
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Completed innovation activitiess, share of enterprises (%)	10.6
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Innovation activity, share of enterprises (%)	100.0
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	In-house research and development (R&D), share of enterprises (%)	34.7
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Continuous in-house R&D, share of enterprises (%)	14.4
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Occasional in-house R&D, share of enterprises (%)	20.3
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Contract-out R&D, share of enterprises (%)	37.2
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	In-house or contracted-out R&D, share of enterprises (%)	50.7
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Product innovations (goods or services), number of enterprises (no.)	39
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Goods innovations, number of enterprises (no.)	2
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Service innovations, number of enterprises (no.)	39
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Only goods innovations, no service innovations, number of enterprises (no.)	0
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Only service innovations, no goods innovations, number of enterprises (no.)	37
2022	K66 Activities auxiliary to financial services and insurance activities	Enterprises with innovation activity	Both goods and service innovations, number of enterprises (no.)	2
