"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Enterprise size","Innovation activities","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671773","1.95.1.2","31.6","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671773","1.95.1.2","11.8","B","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Acquisition or development of advanced technology","Percent","239","units","0","v1047671773","1.95.1.2","15.8","C","","","1"
"2017","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671775","1.95.1.4","30.3","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671775","1.95.1.4","29.2","B","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Employee training specifically for innovation projects","Percent","239","units","0","v1047671775","1.95.1.4","30.0","C","","","1"
"2017","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671778","1.95.1.7","18.8","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671778","1.95.1.7","22.0","B","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Marketing and brand equity  activities linked to the introduction of new goods, services or business processes","Percent","239","units","0","v1047671778","1.95.1.7","23.7","C","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996790","1.95.1.13","5.3","A","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Innovation management","Percent","239","units","0","v1277996790","1.95.1.13","8.9","C","","","1"
"2017","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671779","1.95.1.8","11.3","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671779","1.95.1.8","2.1","A","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Other innovation activities","Percent","239","units","0","v1047671779","1.95.1.8","4.3","B","","","1"
"2017","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457795","1.95.1.9","52.3","B","","","1"
"2019","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457795","1.95.1.9","46.1","B","","","1"
"2022","Canada","2021A000011124","Administrative and support, waste management and remediation services [56]","Total, all enterprise sizes","Any innovation activity conducted","Percent","239","units","0","v1064457795","1.95.1.9","45.0","C","","","1"


